curve_id,x,y
fl-6.1-contents-740,1.0,35.0
fl-6.1-contents-740,2.0,40.0
fl-6.1-contents-740,3.0,50.0
fl-6.1-contents-740,4.0,55.0
fl-6.1-contents-740,5.0,60.0
fl-6.1-contents-740,6.0,65.0
fl-6.1-contents-740,7.0,70.0
fl-6.1-contents-740,8.0,76.6666666666667
fl-6.1-contents-740,9.0,83.3333333333333
fl-6.1-contents-740,10.0,90.0
fl-6.1-contents-740,11.0,96.6666666666667
fl-6.1-contents-740,12.0,100.0
fl-6.1-contents-740,13.0,100.0
fl-6.1-contents-740,14.0,100.0
fl-6.1-contents-740,15.0,100.0
fl-6.1-contents-740,16.0,100.0
fl-6.1-contents-740,17.0,100.0
fl-6.1-contents-740,18.0,100.0
fl-6.1-contents-740,19.0,100.0
fl-6.1-contents-740,20.0,100.0
fl-6.1-contents-740,21.0,100.0
fl-6.1-contents-740,22.0,100.0
fl-6.1-contents-740,23.0,100.0
fl-6.1-contents-740,24.0,100.0
fl-6.1-contents-741,-4.0,0.0
fl-6.1-contents-741,-3.0,0.0
fl-6.1-contents-741,-2.0,1.0
fl-6.1-contents-741,-1.0,1.0
fl-6.1-contents-741,0.0,10.0
fl-6.1-contents-741,1.0,40.0
fl-6.1-contents-741,2.0,50.0
fl-6.1-contents-741,3.0,80.0
fl-6.1-contents-741,4.0,89.0
fl-6.1-contents-741,5.0,98.0
fl-6.1-contents-741,6.0,99.0
fl-6.1-contents-741,7.0,100.0
fl-6.1-contents-741,8.0,100.0
fl-6.1-contents-741,9.0,100.0
fl-6.1-contents-741,10.0,100.0
fl-6.1-contents-741,11.0,100.0
fl-6.1-contents-741,12.0,100.0
fl-6.1-contents-741,13.0,100.0
fl-6.1-contents-741,14.0,100.0
fl-6.1-contents-741,15.0,100.0
fl-6.1-contents-741,16.0,100.0
fl-6.1-contents-741,17.0,100.0
fl-6.1-contents-741,18.0,100.0
fl-6.1-contents-741,19.0,100.0
fl-6.1-contents-741,20.0,100.0
fl-6.1-contents-741,21.0,100.0
fl-6.1-contents-741,22.0,100.0
fl-6.1-contents-741,23.0,100.0
fl-6.1-contents-741,24.0,100.0
fl-6.1-contents-742,-4.0,0.0
fl-6.1-contents-742,-3.0,0.0
fl-6.1-contents-742,-2.0,12.5
fl-6.1-contents-742,-1.0,20.0
fl-6.1-contents-742,0.0,50.0
fl-6.1-contents-742,1.0,75.0
fl-6.1-contents-742,2.0,100.0
fl-6.1-contents-742,3.0,100.0
fl-6.1-contents-742,4.0,100.0
fl-6.1-contents-742,5.0,100.0
fl-6.1-contents-742,6.0,100.0
fl-6.1-contents-742,7.0,100.0
fl-6.1-contents-742,8.0,100.0
fl-6.1-contents-742,9.0,100.0
fl-6.1-contents-742,10.0,100.0
fl-6.1-contents-742,11.0,100.0
fl-6.1-contents-742,12.0,100.0
fl-6.1-contents-742,13.0,100.0
fl-6.1-contents-742,14.0,100.0
fl-6.1-contents-742,15.0,100.0
fl-6.1-contents-742,16.0,100.0
fl-6.1-contents-742,17.0,100.0
fl-6.1-contents-742,18.0,100.0
fl-6.1-contents-742,19.0,100.0
fl-6.1-contents-742,20.0,100.0
fl-6.1-contents-742,21.0,100.0
fl-6.1-contents-742,22.0,100.0
fl-6.1-contents-742,23.0,100.0
fl-6.1-contents-742,24.0,100.0
fl-6.1-contents-743,-4.0,0.0
fl-6.1-contents-743,-3.0,0.0
fl-6.1-contents-743,-2.0,9.0
fl-6.1-contents-743,-1.0,11.0
fl-6.1-contents-743,0.0,20.0
fl-6.1-contents-743,1.0,40.0
fl-6.1-contents-743,2.0,75.0
fl-6.1-contents-743,3.0,85.0
fl-6.1-contents-743,4.0,92.5
fl-6.1-contents-743,5.0,100.0
fl-6.1-contents-743,6.0,100.0
fl-6.1-contents-743,7.0,100.0
fl-6.1-contents-743,8.0,100.0
fl-6.1-contents-743,9.0,100.0
fl-6.1-contents-743,10.0,100.0
fl-6.1-contents-743,11.0,100.0
fl-6.1-contents-743,12.0,100.0
fl-6.1-contents-743,13.0,100.0
fl-6.1-contents-743,14.0,100.0
fl-6.1-contents-743,15.0,100.0
fl-6.1-contents-743,16.0,100.0
fl-6.1-contents-743,17.0,100.0
fl-6.1-contents-743,18.0,100.0
fl-6.1-contents-743,19.0,100.0
fl-6.1-contents-743,20.0,100.0
fl-6.1-contents-743,21.0,100.0
fl-6.1-contents-743,22.0,100.0
fl-6.1-contents-743,23.0,100.0
fl-6.1-contents-743,24.0,100.0
fl-6.1-contents-744,-4.0,0.0
fl-6.1-contents-744,-3.0,0.0
fl-6.1-contents-744,-2.0,25.0
fl-6.1-contents-744,-1.0,40.0
fl-6.1-contents-744,0.0,50.0
fl-6.1-contents-744,1.0,75.0
fl-6.1-contents-744,2.0,100.0
fl-6.1-contents-744,3.0,100.0
fl-6.1-contents-744,4.0,100.0
fl-6.1-contents-744,5.0,100.0
fl-6.1-contents-744,6.0,100.0
fl-6.1-contents-744,7.0,100.0
fl-6.1-contents-744,8.0,100.0
fl-6.1-contents-744,9.0,100.0
fl-6.1-contents-744,10.0,100.0
fl-6.1-contents-744,11.0,100.0
fl-6.1-contents-744,12.0,100.0
fl-6.1-contents-744,13.0,100.0
fl-6.1-contents-744,14.0,100.0
fl-6.1-contents-744,15.0,100.0
fl-6.1-contents-744,16.0,100.0
fl-6.1-contents-744,17.0,100.0
fl-6.1-contents-744,18.0,100.0
fl-6.1-contents-744,19.0,100.0
fl-6.1-contents-744,20.0,100.0
fl-6.1-contents-744,21.0,100.0
fl-6.1-contents-744,22.0,100.0
fl-6.1-contents-744,23.0,100.0
fl-6.1-contents-744,24.0,100.0
fl-6.1-contents-745,-4.0,0.0
fl-6.1-contents-745,-3.0,0.0
fl-6.1-contents-745,-2.0,10.5
fl-6.1-contents-745,-1.0,13.2
fl-6.1-contents-745,0.0,16.0
fl-6.1-contents-745,1.0,18.9
fl-6.1-contents-745,2.0,21.8
fl-6.1-contents-745,3.0,24.7
fl-6.1-contents-745,4.0,27.4
fl-6.1-contents-745,5.0,30.0
fl-6.1-contents-745,6.0,32.4
fl-6.1-contents-745,7.0,34.5
fl-6.1-contents-745,8.0,36.3
fl-6.1-contents-745,9.0,37.7
fl-6.1-contents-745,10.0,38.6
fl-6.1-contents-745,11.0,39.1
fl-6.1-contents-745,12.0,39.1
fl-6.1-contents-745,13.0,39.1
fl-6.1-contents-745,14.0,39.1
fl-6.1-contents-745,15.0,39.1
fl-6.1-contents-745,16.0,39.1
fl-6.1-contents-745,17.0,39.1
fl-6.1-contents-745,18.0,39.1
fl-6.1-contents-745,19.0,39.1
fl-6.1-contents-745,20.0,39.1
fl-6.1-contents-745,21.0,39.1
fl-6.1-contents-745,22.0,39.1
fl-6.1-contents-745,23.0,39.1
fl-6.1-contents-745,24.0,39.1
fl-6.1-contents-746,-4.0,0.0
fl-6.1-contents-746,-3.0,0.0
fl-6.1-contents-746,-2.0,8.4
fl-6.1-contents-746,-1.0,10.1
fl-6.1-contents-746,0.0,11.9
fl-6.1-contents-746,1.0,13.8
fl-6.1-contents-746,2.0,15.7
fl-6.1-contents-746,3.0,17.7
fl-6.1-contents-746,4.0,19.8
fl-6.1-contents-746,5.0,22.0
fl-6.1-contents-746,6.0,24.3
fl-6.1-contents-746,7.0,26.7
fl-6.1-contents-746,8.0,29.1
fl-6.1-contents-746,9.0,31.7
fl-6.1-contents-746,10.0,34.4
fl-6.1-contents-746,11.0,37.2
fl-6.1-contents-746,12.0,40.0
fl-6.1-contents-746,13.0,43.0
fl-6.1-contents-746,14.0,46.1
fl-6.1-contents-746,15.0,49.3
fl-6.1-contents-746,16.0,52.6
fl-6.1-contents-746,17.0,52.6
fl-6.1-contents-746,18.0,52.6
fl-6.1-contents-746,19.0,52.6
fl-6.1-contents-746,20.0,52.6
fl-6.1-contents-746,21.0,52.6
fl-6.1-contents-746,22.0,52.6
fl-6.1-contents-746,23.0,52.6
fl-6.1-contents-746,24.0,52.6
fl-6.1-contents-747,-4.0,0.0
fl-6.1-contents-747,-3.0,0.0
fl-6.1-contents-747,-2.0,7.3
fl-6.1-contents-747,-1.0,9.4
fl-6.1-contents-747,0.0,11.6
fl-6.1-contents-747,1.0,13.8
fl-6.1-contents-747,2.0,16.1
fl-6.1-contents-747,3.0,18.2
fl-6.1-contents-747,4.0,20.2
fl-6.1-contents-747,5.0,22.1
fl-6.1-contents-747,6.0,23.6
fl-6.1-contents-747,7.0,24.9
fl-6.1-contents-747,8.0,25.8
fl-6.1-contents-747,9.0,26.3
fl-6.1-contents-747,10.0,26.3
fl-6.1-contents-747,11.0,26.3
fl-6.1-contents-747,12.0,26.3
fl-6.1-contents-747,13.0,26.3
fl-6.1-contents-747,14.0,26.3
fl-6.1-contents-747,15.0,26.3
fl-6.1-contents-747,16.0,26.3
fl-6.1-contents-747,17.0,26.3
fl-6.1-contents-747,18.0,26.3
fl-6.1-contents-747,19.0,26.3
fl-6.1-contents-747,20.0,26.3
fl-6.1-contents-747,21.0,26.3
fl-6.1-contents-747,22.0,26.3
fl-6.1-contents-747,23.0,26.3
fl-6.1-contents-747,24.0,26.3
fl-6.1-contents-748,-4.0,0.0
fl-6.1-contents-748,-3.0,0.0
fl-6.1-contents-748,-2.0,0.0
fl-6.1-contents-748,-1.0,2.4
fl-6.1-contents-748,0.0,8.1
fl-6.1-contents-748,1.0,13.3
fl-6.1-contents-748,2.0,17.9
fl-6.1-contents-748,3.0,22.0
fl-6.1-contents-748,4.0,25.7
fl-6.1-contents-748,5.0,28.8
fl-6.1-contents-748,6.0,31.5
fl-6.1-contents-748,7.0,33.8
fl-6.1-contents-748,8.0,35.7
fl-6.1-contents-748,9.0,37.2
fl-6.1-contents-748,10.0,38.4
fl-6.1-contents-748,11.0,39.2
fl-6.1-contents-748,12.0,39.7
fl-6.1-contents-748,13.0,40.0
fl-6.1-contents-748,14.0,40.0
fl-6.1-contents-748,15.0,40.0
fl-6.1-contents-748,16.0,40.0
fl-6.1-contents-748,17.0,40.0
fl-6.1-contents-748,18.0,40.0
fl-6.1-contents-748,19.0,40.0
fl-6.1-contents-748,20.0,40.0
fl-6.1-contents-748,21.0,40.0
fl-6.1-contents-748,22.0,40.0
fl-6.1-contents-748,23.0,40.0
fl-6.1-contents-748,24.0,40.0
fl-6.1-contents-749,-4.0,0.0
fl-6.1-contents-749,-3.0,0.0
fl-6.1-contents-749,-2.0,0.0
fl-6.1-contents-749,-1.0,1.0
fl-6.1-contents-749,0.0,5.0
fl-6.1-contents-749,1.0,8.7
fl-6.1-contents-749,2.0,12.2
fl-6.1-contents-749,3.0,15.5
fl-6.1-contents-749,4.0,18.5
fl-6.1-contents-749,5.0,21.3
fl-6.1-contents-749,6.0,23.9
fl-6.1-contents-749,7.0,26.3
fl-6.1-contents-749,8.0,28.4
fl-6.1-contents-749,9.0,30.3
fl-6.1-contents-749,10.0,32.0
fl-6.1-contents-749,11.0,33.4
fl-6.1-contents-749,12.0,34.7
fl-6.1-contents-749,13.0,35.6
fl-6.1-contents-749,14.0,36.4
fl-6.1-contents-749,15.0,36.9
fl-6.1-contents-749,16.0,37.2
fl-6.1-contents-749,17.0,37.2
fl-6.1-contents-749,18.0,37.2
fl-6.1-contents-749,19.0,37.2
fl-6.1-contents-749,20.0,37.2
fl-6.1-contents-749,21.0,37.2
fl-6.1-contents-749,22.0,37.2
fl-6.1-contents-749,23.0,37.2
fl-6.1-contents-749,24.0,37.2
fl-6.1-contents-750,-4.0,0.0
fl-6.1-contents-750,-3.0,0.0
fl-6.1-contents-750,-2.0,0.0
fl-6.1-contents-750,-1.0,2.2
fl-6.1-contents-750,0.0,2.9
fl-6.1-contents-750,1.0,4.7
fl-6.1-contents-750,2.0,7.5
fl-6.1-contents-750,3.0,11.1
fl-6.1-contents-750,4.0,15.3
fl-6.1-contents-750,5.0,20.1
fl-6.1-contents-750,6.0,25.2
fl-6.1-contents-750,7.0,30.5
fl-6.1-contents-750,8.0,35.7
fl-6.1-contents-750,9.0,40.9
fl-6.1-contents-750,10.0,45.8
fl-6.1-contents-750,11.0,50.2
fl-6.1-contents-750,12.0,54.1
fl-6.1-contents-750,13.0,57.2
fl-6.1-contents-750,14.0,59.4
fl-6.1-contents-750,15.0,60.5
fl-6.1-contents-750,16.0,60.5
fl-6.1-contents-750,17.0,60.5
fl-6.1-contents-750,18.0,60.5
fl-6.1-contents-750,19.0,60.5
fl-6.1-contents-750,20.0,60.5
fl-6.1-contents-750,21.0,60.5
fl-6.1-contents-750,22.0,60.5
fl-6.1-contents-750,23.0,60.5
fl-6.1-contents-750,24.0,60.5
fl-6.1-contents-751,-4.0,0.0
fl-6.1-contents-751,-3.0,0.0
fl-6.1-contents-751,-2.0,0.0
fl-6.1-contents-751,-1.0,0.0
fl-6.1-contents-751,0.0,0.0
fl-6.1-contents-751,1.0,0.0
fl-6.1-contents-751,2.0,0.0
fl-6.1-contents-751,3.0,0.0
fl-6.1-contents-751,4.0,10.0
fl-6.1-contents-751,5.0,30.0
fl-6.1-contents-751,6.0,45.0
fl-6.1-contents-751,7.0,75.0
fl-6.1-contents-751,8.0,100.0
fl-6.1-contents-751,9.0,100.0
fl-6.1-contents-751,10.0,100.0
fl-6.1-contents-751,11.0,100.0
fl-6.1-contents-751,12.0,100.0
fl-6.1-contents-751,13.0,100.0
fl-6.1-contents-751,14.0,100.0
fl-6.1-contents-751,15.0,100.0
fl-6.1-contents-751,16.0,100.0
fl-6.1-contents-751,17.0,100.0
fl-6.1-contents-751,18.0,100.0
fl-6.1-contents-751,19.0,100.0
fl-6.1-contents-751,20.0,100.0
fl-6.1-contents-751,21.0,100.0
fl-6.1-contents-751,22.0,100.0
fl-6.1-contents-751,23.0,100.0
fl-6.1-contents-751,24.0,100.0
fl-6.1-contents-752,-4.0,0.0
fl-6.1-contents-752,-3.0,0.0
fl-6.1-contents-752,-2.0,0.0
fl-6.1-contents-752,-1.0,0.0
fl-6.1-contents-752,0.0,0.0
fl-6.1-contents-752,1.0,0.0
fl-6.1-contents-752,2.0,0.0
fl-6.1-contents-752,3.0,0.0
fl-6.1-contents-752,4.0,20.0
fl-6.1-contents-752,5.0,75.0
fl-6.1-contents-752,6.0,100.0
fl-6.1-contents-752,7.0,100.0
fl-6.1-contents-752,8.0,100.0
fl-6.1-contents-752,9.0,100.0
fl-6.1-contents-752,10.0,100.0
fl-6.1-contents-752,11.0,100.0
fl-6.1-contents-752,12.0,100.0
fl-6.1-contents-752,13.0,100.0
fl-6.1-contents-752,14.0,100.0
fl-6.1-contents-752,15.0,100.0
fl-6.1-contents-752,16.0,100.0
fl-6.1-contents-752,17.0,100.0
fl-6.1-contents-752,18.0,100.0
fl-6.1-contents-752,19.0,100.0
fl-6.1-contents-752,20.0,100.0
fl-6.1-contents-752,21.0,100.0
fl-6.1-contents-752,22.0,100.0
fl-6.1-contents-752,23.0,100.0
fl-6.1-contents-752,24.0,100.0
fl-6.1-contents-753,-4.0,0.0
fl-6.1-contents-753,-3.0,0.0
fl-6.1-contents-753,-2.0,0.0
fl-6.1-contents-753,-1.0,0.0
fl-6.1-contents-753,0.0,0.0
fl-6.1-contents-753,1.0,0.0
fl-6.1-contents-753,2.0,0.0
fl-6.1-contents-753,3.0,10.0
fl-6.1-contents-753,4.0,75.0
fl-6.1-contents-753,5.0,100.0
fl-6.1-contents-753,6.0,100.0
fl-6.1-contents-753,7.0,100.0
fl-6.1-contents-753,8.0,100.0
fl-6.1-contents-753,9.0,100.0
fl-6.1-contents-753,10.0,100.0
fl-6.1-contents-753,11.0,100.0
fl-6.1-contents-753,12.0,100.0
fl-6.1-contents-753,13.0,100.0
fl-6.1-contents-753,14.0,100.0
fl-6.1-contents-753,15.0,100.0
fl-6.1-contents-753,16.0,100.0
fl-6.1-contents-753,17.0,100.0
fl-6.1-contents-753,18.0,100.0
fl-6.1-contents-753,19.0,100.0
fl-6.1-contents-753,20.0,100.0
fl-6.1-contents-753,21.0,100.0
fl-6.1-contents-753,22.0,100.0
fl-6.1-contents-753,23.0,100.0
fl-6.1-contents-753,24.0,100.0
fl-6.1-contents-754,-4.0,0.0
fl-6.1-contents-754,-3.0,0.0
fl-6.1-contents-754,-2.0,0.0
fl-6.1-contents-754,-1.0,0.0
fl-6.1-contents-754,0.0,0.0
fl-6.1-contents-754,1.0,0.0
fl-6.1-contents-754,2.0,0.0
fl-6.1-contents-754,3.0,0.0
fl-6.1-contents-754,4.0,45.0
fl-6.1-contents-754,5.0,90.0
fl-6.1-contents-754,6.0,100.0
fl-6.1-contents-754,7.0,100.0
fl-6.1-contents-754,8.0,100.0
fl-6.1-contents-754,9.0,100.0
fl-6.1-contents-754,10.0,100.0
fl-6.1-contents-754,11.0,100.0
fl-6.1-contents-754,12.0,100.0
fl-6.1-contents-754,13.0,100.0
fl-6.1-contents-754,14.0,100.0
fl-6.1-contents-754,15.0,100.0
fl-6.1-contents-754,16.0,100.0
fl-6.1-contents-754,17.0,100.0
fl-6.1-contents-754,18.0,100.0
fl-6.1-contents-754,19.0,100.0
fl-6.1-contents-754,20.0,100.0
fl-6.1-contents-754,21.0,100.0
fl-6.1-contents-754,22.0,100.0
fl-6.1-contents-754,23.0,100.0
fl-6.1-contents-754,24.0,100.0
fl-6.1-contents-755,-4.0,0.0
fl-6.1-contents-755,-3.0,0.0
fl-6.1-contents-755,-2.0,0.0
fl-6.1-contents-755,-1.0,0.0
fl-6.1-contents-755,0.0,0.0
fl-6.1-contents-755,1.0,0.0
fl-6.1-contents-755,2.0,0.0
fl-6.1-contents-755,3.0,35.0
fl-6.1-contents-755,4.0,75.0
fl-6.1-contents-755,5.0,100.0
fl-6.1-contents-755,6.0,100.0
fl-6.1-contents-755,7.0,100.0
fl-6.1-contents-755,8.0,100.0
fl-6.1-contents-755,9.0,100.0
fl-6.1-contents-755,10.0,100.0
fl-6.1-contents-755,11.0,100.0
fl-6.1-contents-755,12.0,100.0
fl-6.1-contents-755,13.0,100.0
fl-6.1-contents-755,14.0,100.0
fl-6.1-contents-755,15.0,100.0
fl-6.1-contents-755,16.0,100.0
fl-6.1-contents-755,17.0,100.0
fl-6.1-contents-755,18.0,100.0
fl-6.1-contents-755,19.0,100.0
fl-6.1-contents-755,20.0,100.0
fl-6.1-contents-755,21.0,100.0
fl-6.1-contents-755,22.0,100.0
fl-6.1-contents-755,23.0,100.0
fl-6.1-contents-755,24.0,100.0
fl-6.1-contents-756,-4.0,0.0
fl-6.1-contents-756,-3.0,0.0
fl-6.1-contents-756,-2.0,0.0
fl-6.1-contents-756,-1.0,0.0
fl-6.1-contents-756,0.0,0.0
fl-6.1-contents-756,1.0,0.0
fl-6.1-contents-756,2.0,30.0
fl-6.1-contents-756,3.0,90.0
fl-6.1-contents-756,4.0,100.0
fl-6.1-contents-756,5.0,100.0
fl-6.1-contents-756,6.0,100.0
fl-6.1-contents-756,7.0,100.0
fl-6.1-contents-756,8.0,100.0
fl-6.1-contents-756,9.0,100.0
fl-6.1-contents-756,10.0,100.0
fl-6.1-contents-756,11.0,100.0
fl-6.1-contents-756,12.0,100.0
fl-6.1-contents-756,13.0,100.0
fl-6.1-contents-756,14.0,100.0
fl-6.1-contents-756,15.0,100.0
fl-6.1-contents-756,16.0,100.0
fl-6.1-contents-756,17.0,100.0
fl-6.1-contents-756,18.0,100.0
fl-6.1-contents-756,19.0,100.0
fl-6.1-contents-756,20.0,100.0
fl-6.1-contents-756,21.0,100.0
fl-6.1-contents-756,22.0,100.0
fl-6.1-contents-756,23.0,100.0
fl-6.1-contents-756,24.0,100.0
fl-6.1-contents-757,-4.0,0.0
fl-6.1-contents-757,-3.0,0.0
fl-6.1-contents-757,-2.0,0.0
fl-6.1-contents-757,-1.0,0.0
fl-6.1-contents-757,0.0,0.0
fl-6.1-contents-757,1.0,25.0
fl-6.1-contents-757,2.0,75.0
fl-6.1-contents-757,3.0,100.0
fl-6.1-contents-757,4.0,100.0
fl-6.1-contents-757,5.0,100.0
fl-6.1-contents-757,6.0,100.0
fl-6.1-contents-757,7.0,100.0
fl-6.1-contents-757,8.0,100.0
fl-6.1-contents-757,9.0,100.0
fl-6.1-contents-757,10.0,100.0
fl-6.1-contents-757,11.0,100.0
fl-6.1-contents-757,12.0,100.0
fl-6.1-contents-757,13.0,100.0
fl-6.1-contents-757,14.0,100.0
fl-6.1-contents-757,15.0,100.0
fl-6.1-contents-757,16.0,100.0
fl-6.1-contents-757,17.0,100.0
fl-6.1-contents-757,18.0,100.0
fl-6.1-contents-757,19.0,100.0
fl-6.1-contents-757,20.0,100.0
fl-6.1-contents-757,21.0,100.0
fl-6.1-contents-757,22.0,100.0
fl-6.1-contents-757,23.0,100.0
fl-6.1-contents-757,24.0,100.0
fl-6.1-contents-758,-4.0,0.0
fl-6.1-contents-758,-3.0,0.0
fl-6.1-contents-758,-2.0,0.0
fl-6.1-contents-758,-1.0,0.0
fl-6.1-contents-758,0.0,25.0
fl-6.1-contents-758,1.0,75.0
fl-6.1-contents-758,2.0,100.0
fl-6.1-contents-758,3.0,100.0
fl-6.1-contents-758,4.0,100.0
fl-6.1-contents-758,5.0,100.0
fl-6.1-contents-758,6.0,100.0
fl-6.1-contents-758,7.0,100.0
fl-6.1-contents-758,8.0,100.0
fl-6.1-contents-758,9.0,100.0
fl-6.1-contents-758,10.0,100.0
fl-6.1-contents-758,11.0,100.0
fl-6.1-contents-758,12.0,100.0
fl-6.1-contents-758,13.0,100.0
fl-6.1-contents-758,14.0,100.0
fl-6.1-contents-758,15.0,100.0
fl-6.1-contents-758,16.0,100.0
fl-6.1-contents-758,17.0,100.0
fl-6.1-contents-758,18.0,100.0
fl-6.1-contents-758,19.0,100.0
fl-6.1-contents-758,20.0,100.0
fl-6.1-contents-758,21.0,100.0
fl-6.1-contents-758,22.0,100.0
fl-6.1-contents-758,23.0,100.0
fl-6.1-contents-758,24.0,100.0
fl-6.1-contents-759,-4.0,0.0
fl-6.1-contents-759,-3.0,0.0
fl-6.1-contents-759,-2.0,0.0
fl-6.1-contents-759,-1.0,10.0
fl-6.1-contents-759,0.0,65.0
fl-6.1-contents-759,1.0,100.0
fl-6.1-contents-759,2.0,100.0
fl-6.1-contents-759,3.0,100.0
fl-6.1-contents-759,4.0,100.0
fl-6.1-contents-759,5.0,100.0
fl-6.1-contents-759,6.0,100.0
fl-6.1-contents-759,7.0,100.0
fl-6.1-contents-759,8.0,100.0
fl-6.1-contents-759,9.0,100.0
fl-6.1-contents-759,10.0,100.0
fl-6.1-contents-759,11.0,100.0
fl-6.1-contents-759,12.0,100.0
fl-6.1-contents-759,13.0,100.0
fl-6.1-contents-759,14.0,100.0
fl-6.1-contents-759,15.0,100.0
fl-6.1-contents-759,16.0,100.0
fl-6.1-contents-759,17.0,100.0
fl-6.1-contents-759,18.0,100.0
fl-6.1-contents-759,19.0,100.0
fl-6.1-contents-759,20.0,100.0
fl-6.1-contents-759,21.0,100.0
fl-6.1-contents-759,22.0,100.0
fl-6.1-contents-759,23.0,100.0
fl-6.1-contents-759,24.0,100.0
fl-6.1-contents-760,-4.0,0.0
fl-6.1-contents-760,-3.0,0.0
fl-6.1-contents-760,-2.0,0.0
fl-6.1-contents-760,-1.0,0.0
fl-6.1-contents-760,0.0,0.0
fl-6.1-contents-760,1.0,0.0
fl-6.1-contents-760,2.0,2.0
fl-6.1-contents-760,3.0,3.0
fl-6.1-contents-760,4.0,48.0
fl-6.1-contents-760,5.0,93.0
fl-6.1-contents-760,6.0,100.0
fl-6.1-contents-760,7.0,100.0
fl-6.1-contents-760,8.0,100.0
fl-6.1-contents-760,9.0,100.0
fl-6.1-contents-760,10.0,100.0
fl-6.1-contents-760,11.0,100.0
fl-6.1-contents-760,12.0,100.0
fl-6.1-contents-760,13.0,100.0
fl-6.1-contents-760,14.0,100.0
fl-6.1-contents-760,15.0,100.0
fl-6.1-contents-760,16.0,100.0
fl-6.1-contents-760,17.0,100.0
fl-6.1-contents-760,18.0,100.0
fl-6.1-contents-760,19.0,100.0
fl-6.1-contents-760,20.0,100.0
fl-6.1-contents-760,21.0,100.0
fl-6.1-contents-760,22.0,100.0
fl-6.1-contents-760,23.0,100.0
fl-6.1-contents-760,24.0,100.0
fl-6.1-contents-761,-4.0,0.0
fl-6.1-contents-761,-3.0,0.0
fl-6.1-contents-761,-2.0,0.0
fl-6.1-contents-761,-1.0,0.0
fl-6.1-contents-761,0.0,2.0
fl-6.1-contents-761,1.0,3.0
fl-6.1-contents-761,2.0,3.0
fl-6.1-contents-761,3.0,38.0
fl-6.1-contents-761,4.0,78.0
fl-6.1-contents-761,5.0,100.0
fl-6.1-contents-761,6.0,100.0
fl-6.1-contents-761,7.0,100.0
fl-6.1-contents-761,8.0,100.0
fl-6.1-contents-761,9.0,100.0
fl-6.1-contents-761,10.0,100.0
fl-6.1-contents-761,11.0,100.0
fl-6.1-contents-761,12.0,100.0
fl-6.1-contents-761,13.0,100.0
fl-6.1-contents-761,14.0,100.0
fl-6.1-contents-761,15.0,100.0
fl-6.1-contents-761,16.0,100.0
fl-6.1-contents-761,17.0,100.0
fl-6.1-contents-761,18.0,100.0
fl-6.1-contents-761,19.0,100.0
fl-6.1-contents-761,20.0,100.0
fl-6.1-contents-761,21.0,100.0
fl-6.1-contents-761,22.0,100.0
fl-6.1-contents-761,23.0,100.0
fl-6.1-contents-761,24.0,100.0
fl-6.1-contents-762,-4.0,0.0
fl-6.1-contents-762,-3.0,0.0
fl-6.1-contents-762,-2.0,2.0
fl-6.1-contents-762,-1.0,3.0
fl-6.1-contents-762,0.0,3.0
fl-6.1-contents-762,1.0,3.0
fl-6.1-contents-762,2.0,33.0
fl-6.1-contents-762,3.0,93.0
fl-6.1-contents-762,4.0,100.0
fl-6.1-contents-762,5.0,100.0
fl-6.1-contents-762,6.0,100.0
fl-6.1-contents-762,7.0,100.0
fl-6.1-contents-762,8.0,100.0
fl-6.1-contents-762,9.0,100.0
fl-6.1-contents-762,10.0,100.0
fl-6.1-contents-762,11.0,100.0
fl-6.1-contents-762,12.0,100.0
fl-6.1-contents-762,13.0,100.0
fl-6.1-contents-762,14.0,100.0
fl-6.1-contents-762,15.0,100.0
fl-6.1-contents-762,16.0,100.0
fl-6.1-contents-762,17.0,100.0
fl-6.1-contents-762,18.0,100.0
fl-6.1-contents-762,19.0,100.0
fl-6.1-contents-762,20.0,100.0
fl-6.1-contents-762,21.0,100.0
fl-6.1-contents-762,22.0,100.0
fl-6.1-contents-762,23.0,100.0
fl-6.1-contents-762,24.0,100.0
fl-6.1-contents-763,-4.0,0.0
fl-6.1-contents-763,-3.0,0.0
fl-6.1-contents-763,-2.0,3.0
fl-6.1-contents-763,-1.0,3.0
fl-6.1-contents-763,0.0,3.0
fl-6.1-contents-763,1.0,28.0
fl-6.1-contents-763,2.0,78.0
fl-6.1-contents-763,3.0,100.0
fl-6.1-contents-763,4.0,100.0
fl-6.1-contents-763,5.0,100.0
fl-6.1-contents-763,6.0,100.0
fl-6.1-contents-763,7.0,100.0
fl-6.1-contents-763,8.0,100.0
fl-6.1-contents-763,9.0,100.0
fl-6.1-contents-763,10.0,100.0
fl-6.1-contents-763,11.0,100.0
fl-6.1-contents-763,12.0,100.0
fl-6.1-contents-763,13.0,100.0
fl-6.1-contents-763,14.0,100.0
fl-6.1-contents-763,15.0,100.0
fl-6.1-contents-763,16.0,100.0
fl-6.1-contents-763,17.0,100.0
fl-6.1-contents-763,18.0,100.0
fl-6.1-contents-763,19.0,100.0
fl-6.1-contents-763,20.0,100.0
fl-6.1-contents-763,21.0,100.0
fl-6.1-contents-763,22.0,100.0
fl-6.1-contents-763,23.0,100.0
fl-6.1-contents-763,24.0,100.0
fl-6.1-contents-764,-4.0,0.0
fl-6.1-contents-764,-3.0,0.0
fl-6.1-contents-764,-2.0,3.0
