curve_id,x,y
fl-4.0-structure-515,9.0,98.0
fl-4.0-structure-515,10.0,99.0
fl-4.0-structure-515,11.0,99.0
fl-4.0-structure-515,12.0,100.0
fl-4.0-structure-515,13.0,100.0
fl-4.0-structure-515,14.0,100.0
fl-4.0-structure-515,15.0,100.0
fl-4.0-structure-515,16.0,100.0
fl-4.0-structure-515,17.0,100.0
fl-4.0-structure-515,18.0,100.0
fl-4.0-structure-515,19.0,100.0
fl-4.0-structure-515,20.0,100.0
fl-4.0-structure-515,21.0,100.0
fl-4.0-structure-515,22.0,100.0
fl-4.0-structure-515,23.0,100.0
fl-4.0-structure-515,24.0,100.0
fl-4.0-structure-516,-4.0,0.0
fl-4.0-structure-516,-3.0,0.0
fl-4.0-structure-516,-2.0,0.0
fl-4.0-structure-516,-1.0,0.0
fl-4.0-structure-516,0.0,0.0
fl-4.0-structure-516,1.0,46.0
fl-4.0-structure-516,2.0,75.0
fl-4.0-structure-516,3.0,92.0
fl-4.0-structure-516,4.0,99.0
fl-4.0-structure-516,5.0,100.0
fl-4.0-structure-516,6.0,100.0
fl-4.0-structure-516,7.0,100.0
fl-4.0-structure-516,8.0,100.0
fl-4.0-structure-516,9.0,100.0
fl-4.0-structure-516,10.0,100.0
fl-4.0-structure-516,11.0,100.0
fl-4.0-structure-516,12.0,100.0
fl-4.0-structure-516,13.0,100.0
fl-4.0-structure-516,14.0,100.0
fl-4.0-structure-516,15.0,100.0
fl-4.0-structure-516,16.0,100.0
fl-4.0-structure-516,17.0,100.0
fl-4.0-structure-516,18.0,100.0
fl-4.0-structure-516,19.0,100.0
fl-4.0-structure-516,20.0,100.0
fl-4.0-structure-516,21.0,100.0
fl-4.0-structure-516,22.0,100.0
fl-4.0-structure-516,23.0,100.0
fl-4.0-structure-516,24.0,100.0
fl-4.0-structure-517,-4.0,0.0
fl-4.0-structure-517,-3.0,0.0
fl-4.0-structure-517,-2.0,0.0
fl-4.0-structure-517,-1.0,0.0
fl-4.0-structure-517,0.0,0.0
fl-4.0-structure-517,1.0,25.0
fl-4.0-structure-517,2.0,50.0
fl-4.0-structure-517,3.0,80.0
fl-4.0-structure-517,4.0,96.0
fl-4.0-structure-517,5.0,98.0
fl-4.0-structure-517,6.0,99.0
fl-4.0-structure-517,7.0,100.0
fl-4.0-structure-517,8.0,100.0
fl-4.0-structure-517,9.0,100.0
fl-4.0-structure-517,10.0,100.0
fl-4.0-structure-517,11.0,100.0
fl-4.0-structure-517,12.0,100.0
fl-4.0-structure-517,13.0,100.0
fl-4.0-structure-517,14.0,100.0
fl-4.0-structure-517,15.0,100.0
fl-4.0-structure-517,16.0,100.0
fl-4.0-structure-517,17.0,100.0
fl-4.0-structure-517,18.0,100.0
fl-4.0-structure-517,19.0,100.0
fl-4.0-structure-517,20.0,100.0
fl-4.0-structure-517,21.0,100.0
fl-4.0-structure-517,22.0,100.0
fl-4.0-structure-517,23.0,100.0
fl-4.0-structure-517,24.0,100.0
fl-4.0-structure-518,-4.0,0.0
fl-4.0-structure-518,-3.0,0.0
fl-4.0-structure-518,-2.0,0.0
fl-4.0-structure-518,-1.0,0.0
fl-4.0-structure-518,0.0,0.0
fl-4.0-structure-518,1.0,41.0
fl-4.0-structure-518,2.0,68.0
fl-4.0-structure-518,3.0,84.0
fl-4.0-structure-518,4.0,92.0
fl-4.0-structure-518,5.0,95.0
fl-4.0-structure-518,6.0,96.0
fl-4.0-structure-518,7.0,98.0
fl-4.0-structure-518,8.0,98.0
fl-4.0-structure-518,9.0,98.0
fl-4.0-structure-518,10.0,98.0
fl-4.0-structure-518,11.0,98.0
fl-4.0-structure-518,12.0,98.0
fl-4.0-structure-518,13.0,98.0
fl-4.0-structure-518,14.0,98.0
fl-4.0-structure-518,15.0,98.0
fl-4.0-structure-518,16.0,98.0
fl-4.0-structure-518,17.0,98.0
fl-4.0-structure-518,18.0,98.0
fl-4.0-structure-518,19.0,98.0
fl-4.0-structure-518,20.0,98.0
fl-4.0-structure-518,21.0,98.0
fl-4.0-structure-518,22.0,98.0
fl-4.0-structure-518,23.0,98.0
fl-4.0-structure-518,24.0,98.0
fl-4.0-structure-519,-4.0,0.0
fl-4.0-structure-519,-3.0,0.0
fl-4.0-structure-519,-2.0,0.0
fl-4.0-structure-519,-1.0,0.0
fl-4.0-structure-519,0.0,0.0
fl-4.0-structure-519,1.0,24.0
fl-4.0-structure-519,2.0,48.0
fl-4.0-structure-519,3.0,77.0
fl-4.0-structure-519,4.0,91.0
fl-4.0-structure-519,5.0,94.0
fl-4.0-structure-519,6.0,94.0
fl-4.0-structure-519,7.0,97.0
fl-4.0-structure-519,8.0,97.0
fl-4.0-structure-519,9.0,97.0
fl-4.0-structure-519,10.0,97.0
fl-4.0-structure-519,11.0,97.0
fl-4.0-structure-519,12.0,97.0
fl-4.0-structure-519,13.0,97.0
fl-4.0-structure-519,14.0,97.0
fl-4.0-structure-519,15.0,97.0
fl-4.0-structure-519,16.0,97.0
fl-4.0-structure-519,17.0,97.0
fl-4.0-structure-519,18.0,97.0
fl-4.0-structure-519,19.0,97.0
fl-4.0-structure-519,20.0,97.0
fl-4.0-structure-519,21.0,97.0
fl-4.0-structure-519,22.0,97.0
fl-4.0-structure-519,23.0,97.0
fl-4.0-structure-519,24.0,97.0
fl-4.0-structure-520,-4.0,0.0
fl-4.0-structure-520,-3.0,0.0
fl-4.0-structure-520,-2.0,0.0
fl-4.0-structure-520,-1.0,0.0
fl-4.0-structure-520,0.0,0.0
fl-4.0-structure-520,1.0,26.0
fl-4.0-structure-520,2.0,54.0
fl-4.0-structure-520,3.0,68.0
fl-4.0-structure-520,4.0,83.0
fl-4.0-structure-520,5.0,88.0
fl-4.0-structure-520,6.0,95.0
fl-4.0-structure-520,7.0,97.0
fl-4.0-structure-520,8.0,98.0
fl-4.0-structure-520,9.0,98.0
fl-4.0-structure-520,10.0,99.0
fl-4.0-structure-520,11.0,99.0
fl-4.0-structure-520,12.0,100.0
fl-4.0-structure-520,13.0,100.0
fl-4.0-structure-520,14.0,100.0
fl-4.0-structure-520,15.0,100.0
fl-4.0-structure-520,16.0,100.0
fl-4.0-structure-520,17.0,100.0
fl-4.0-structure-520,18.0,100.0
fl-4.0-structure-520,19.0,100.0
fl-4.0-structure-520,20.0,100.0
fl-4.0-structure-520,21.0,100.0
fl-4.0-structure-520,22.0,100.0
fl-4.0-structure-520,23.0,100.0
fl-4.0-structure-520,24.0,100.0
fl-4.0-structure-521,-4.0,0.0
fl-4.0-structure-521,-3.0,0.0
fl-4.0-structure-521,-2.0,0.0
fl-4.0-structure-521,-1.0,0.0
fl-4.0-structure-521,0.0,0.0
fl-4.0-structure-521,1.0,46.0
fl-4.0-structure-521,2.0,75.0
fl-4.0-structure-521,3.0,92.0
fl-4.0-structure-521,4.0,99.0
fl-4.0-structure-521,5.0,100.0
fl-4.0-structure-521,6.0,100.0
fl-4.0-structure-521,7.0,100.0
fl-4.0-structure-521,8.0,100.0
fl-4.0-structure-521,9.0,100.0
fl-4.0-structure-521,10.0,100.0
fl-4.0-structure-521,11.0,100.0
fl-4.0-structure-521,12.0,100.0
fl-4.0-structure-521,13.0,100.0
fl-4.0-structure-521,14.0,100.0
fl-4.0-structure-521,15.0,100.0
fl-4.0-structure-521,16.0,100.0
fl-4.0-structure-521,17.0,100.0
fl-4.0-structure-521,18.0,100.0
fl-4.0-structure-521,19.0,100.0
fl-4.0-structure-521,20.0,100.0
fl-4.0-structure-521,21.0,100.0
fl-4.0-structure-521,22.0,100.0
fl-4.0-structure-521,23.0,100.0
fl-4.0-structure-521,24.0,100.0
fl-4.0-structure-522,-4.0,0.0
fl-4.0-structure-522,-3.0,0.0
fl-4.0-structure-522,-2.0,0.0
fl-4.0-structure-522,-1.0,0.0
fl-4.0-structure-522,0.0,0.0
fl-4.0-structure-522,1.0,25.0
fl-4.0-structure-522,2.0,50.0
fl-4.0-structure-522,3.0,80.0
fl-4.0-structure-522,4.0,96.0
fl-4.0-structure-522,5.0,98.0
fl-4.0-structure-522,6.0,99.0
fl-4.0-structure-522,7.0,100.0
fl-4.0-structure-522,8.0,100.0
fl-4.0-structure-522,9.0,100.0
fl-4.0-structure-522,10.0,100.0
fl-4.0-structure-522,11.0,100.0
fl-4.0-structure-522,12.0,100.0
fl-4.0-structure-522,13.0,100.0
fl-4.0-structure-522,14.0,100.0
fl-4.0-structure-522,15.0,100.0
fl-4.0-structure-522,16.0,100.0
fl-4.0-structure-522,17.0,100.0
fl-4.0-structure-522,18.0,100.0
fl-4.0-structure-522,19.0,100.0
fl-4.0-structure-522,20.0,100.0
fl-4.0-structure-522,21.0,100.0
fl-4.0-structure-522,22.0,100.0
fl-4.0-structure-522,23.0,100.0
fl-4.0-structure-522,24.0,100.0
fl-4.0-structure-523,-4.0,0.0
fl-4.0-structure-523,-3.0,0.0
fl-4.0-structure-523,-2.0,0.0
fl-4.0-structure-523,-1.0,0.0
fl-4.0-structure-523,0.0,0.0
fl-4.0-structure-523,1.0,41.0
fl-4.0-structure-523,2.0,68.0
fl-4.0-structure-523,3.0,84.0
fl-4.0-structure-523,4.0,92.0
fl-4.0-structure-523,5.0,95.0
fl-4.0-structure-523,6.0,96.0
fl-4.0-structure-523,7.0,98.0
fl-4.0-structure-523,8.0,98.0
fl-4.0-structure-523,9.0,98.0
fl-4.0-structure-523,10.0,98.0
fl-4.0-structure-523,11.0,98.0
fl-4.0-structure-523,12.0,98.0
fl-4.0-structure-523,13.0,98.0
fl-4.0-structure-523,14.0,98.0
fl-4.0-structure-523,15.0,98.0
fl-4.0-structure-523,16.0,98.0
fl-4.0-structure-523,17.0,98.0
fl-4.0-structure-523,18.0,98.0
fl-4.0-structure-523,19.0,98.0
fl-4.0-structure-523,20.0,98.0
fl-4.0-structure-523,21.0,98.0
fl-4.0-structure-523,22.0,98.0
fl-4.0-structure-523,23.0,98.0
fl-4.0-structure-523,24.0,98.0
fl-4.0-structure-524,-4.0,0.0
fl-4.0-structure-524,-3.0,0.0
fl-4.0-structure-524,-2.0,0.0
fl-4.0-structure-524,-1.0,0.0
fl-4.0-structure-524,0.0,0.0
fl-4.0-structure-524,1.0,24.0
fl-4.0-structure-524,2.0,48.0
fl-4.0-structure-524,3.0,77.0
fl-4.0-structure-524,4.0,91.0
fl-4.0-structure-524,5.0,94.0
fl-4.0-structure-524,6.0,94.0
fl-4.0-structure-524,7.0,97.0
fl-4.0-structure-524,8.0,97.0
fl-4.0-structure-524,9.0,97.0
fl-4.0-structure-524,10.0,97.0
fl-4.0-structure-524,11.0,97.0
fl-4.0-structure-524,12.0,97.0
fl-4.0-structure-524,13.0,97.0
fl-4.0-structure-524,14.0,97.0
fl-4.0-structure-524,15.0,97.0
fl-4.0-structure-524,16.0,97.0
fl-4.0-structure-524,17.0,97.0
fl-4.0-structure-524,18.0,97.0
fl-4.0-structure-524,19.0,97.0
fl-4.0-structure-524,20.0,97.0
fl-4.0-structure-524,21.0,97.0
fl-4.0-structure-524,22.0,97.0
fl-4.0-structure-524,23.0,97.0
fl-4.0-structure-524,24.0,97.0
fl-4.0-structure-525,-4.0,0.0
fl-4.0-structure-525,-3.0,0.0
fl-4.0-structure-525,-2.0,0.0
fl-4.0-structure-525,-1.0,0.0
fl-4.0-structure-525,0.0,0.0
fl-4.0-structure-525,1.0,26.0
fl-4.0-structure-525,2.0,54.0
fl-4.0-structure-525,3.0,68.0
fl-4.0-structure-525,4.0,83.0
fl-4.0-structure-525,5.0,88.0
fl-4.0-structure-525,6.0,95.0
fl-4.0-structure-525,7.0,97.0
fl-4.0-structure-525,8.0,98.0
fl-4.0-structure-525,9.0,98.0
fl-4.0-structure-525,10.0,99.0
fl-4.0-structure-525,11.0,99.0
fl-4.0-structure-525,12.0,100.0
fl-4.0-structure-525,13.0,100.0
fl-4.0-structure-525,14.0,100.0
fl-4.0-structure-525,15.0,100.0
fl-4.0-structure-525,16.0,100.0
fl-4.0-structure-525,17.0,100.0
fl-4.0-structure-525,18.0,100.0
fl-4.0-structure-525,19.0,100.0
fl-4.0-structure-525,20.0,100.0
fl-4.0-structure-525,21.0,100.0
fl-4.0-structure-525,22.0,100.0
fl-4.0-structure-525,23.0,100.0
fl-4.0-structure-525,24.0,100.0
fl-4.0-structure-526,-4.0,0.0
fl-4.0-structure-526,-3.0,0.0
fl-4.0-structure-526,-2.0,0.0
fl-4.0-structure-526,-1.0,0.0
fl-4.0-structure-526,0.0,5.0
fl-4.0-structure-526,1.0,12.0
fl-4.0-structure-526,2.0,17.0
fl-4.0-structure-526,3.0,20.0
fl-4.0-structure-526,4.0,21.0
fl-4.0-structure-526,5.0,22.0
fl-4.0-structure-526,6.0,22.0
fl-4.0-structure-526,7.0,23.0
fl-4.0-structure-526,8.0,25.0
fl-4.0-structure-526,9.0,27.0
fl-4.0-structure-526,10.0,31.0
fl-4.0-structure-526,11.0,35.0
fl-4.0-structure-526,12.0,39.0
fl-4.0-structure-526,13.0,42.0
fl-4.0-structure-526,14.0,42.0
fl-4.0-structure-526,15.0,42.0
fl-4.0-structure-526,16.0,42.0
fl-4.0-structure-526,17.0,42.0
fl-4.0-structure-526,18.0,42.0
fl-4.0-structure-526,19.0,42.0
fl-4.0-structure-526,20.0,42.0
fl-4.0-structure-526,21.0,42.0
fl-4.0-structure-526,22.0,42.0
fl-4.0-structure-526,23.0,42.0
fl-4.0-structure-526,24.0,42.0
fl-4.0-structure-527,-4.0,0.0
fl-4.0-structure-527,-3.0,0.0
fl-4.0-structure-527,-2.0,0.0
fl-4.0-structure-527,-1.0,0.0
fl-4.0-structure-527,0.0,24.0
fl-4.0-structure-527,1.0,30.0
fl-4.0-structure-527,2.0,33.0
fl-4.0-structure-527,3.0,35.0
fl-4.0-structure-527,4.0,39.0
fl-4.0-structure-527,5.0,46.0
fl-4.0-structure-527,6.0,55.0
fl-4.0-structure-527,7.0,62.0
fl-4.0-structure-527,8.0,68.0
fl-4.0-structure-527,9.0,72.0
fl-4.0-structure-527,10.0,75.0
fl-4.0-structure-527,11.0,79.0
fl-4.0-structure-527,12.0,81.0
fl-4.0-structure-527,13.0,83.0
fl-4.0-structure-527,14.0,85.0
fl-4.0-structure-527,15.0,87.0
fl-4.0-structure-527,16.0,89.0
fl-4.0-structure-527,17.0,91.0
fl-4.0-structure-527,18.0,93.0
fl-4.0-structure-527,19.0,95.0
fl-4.0-structure-527,20.0,97.0
fl-4.0-structure-527,21.0,99.0
fl-4.0-structure-527,22.0,100.0
fl-4.0-structure-527,23.0,100.0
fl-4.0-structure-527,24.0,100.0
fl-4.0-structure-528,-4.0,0.0
fl-4.0-structure-528,-3.0,0.0
fl-4.0-structure-528,-2.0,0.0
fl-4.0-structure-528,-1.0,0.0
fl-4.0-structure-528,0.0,6.0
fl-4.0-structure-528,1.0,19.0
fl-4.0-structure-528,2.0,33.0
fl-4.0-structure-528,3.0,44.0
fl-4.0-structure-528,4.0,49.0
fl-4.0-structure-528,5.0,53.0
fl-4.0-structure-528,6.0,57.0
fl-4.0-structure-528,7.0,61.0
fl-4.0-structure-528,8.0,66.0
fl-4.0-structure-528,9.0,70.0
fl-4.0-structure-528,10.0,74.0
fl-4.0-structure-528,11.0,78.0
fl-4.0-structure-528,12.0,83.0
fl-4.0-structure-528,13.0,87.0
fl-4.0-structure-528,14.0,91.0
fl-4.0-structure-528,15.0,95.0
fl-4.0-structure-528,16.0,99.0
fl-4.0-structure-528,17.0,100.0
fl-4.0-structure-528,18.0,100.0
fl-4.0-structure-528,19.0,100.0
fl-4.0-structure-528,20.0,100.0
fl-4.0-structure-528,21.0,100.0
fl-4.0-structure-528,22.0,100.0
fl-4.0-structure-528,23.0,100.0
fl-4.0-structure-528,24.0,100.0
fl-4.0-structure-529,-4.0,0.0
fl-4.0-structure-529,-3.0,0.0
fl-4.0-structure-529,-2.0,0.0
fl-4.0-structure-529,-1.0,0.0
fl-4.0-structure-529,0.0,3.0
fl-4.0-structure-529,1.0,6.0
fl-4.0-structure-529,2.0,9.0
fl-4.0-structure-529,3.0,11.0
fl-4.0-structure-529,4.0,14.0
fl-4.0-structure-529,5.0,17.0
fl-4.0-structure-529,6.0,20.0
fl-4.0-structure-529,7.0,23.0
fl-4.0-structure-529,8.0,27.0
fl-4.0-structure-529,9.0,30.0
fl-4.0-structure-529,10.0,34.0
fl-4.0-structure-529,11.0,37.0
fl-4.0-structure-529,12.0,41.0
fl-4.0-structure-529,13.0,44.0
fl-4.0-structure-529,14.0,47.0
fl-4.0-structure-529,15.0,50.0
fl-4.0-structure-529,16.0,53.0
fl-4.0-structure-529,17.0,56.0
fl-4.0-structure-529,18.0,59.0
fl-4.0-structure-529,19.0,62.0
fl-4.0-structure-529,20.0,65.0
fl-4.0-structure-529,21.0,68.0
fl-4.0-structure-529,22.0,71.0
fl-4.0-structure-529,23.0,74.0
fl-4.0-structure-529,24.0,77.0
fl-4.0-structure-530,-4.0,0.0
fl-4.0-structure-530,-3.0,0.0
fl-4.0-structure-530,-2.0,0.0
fl-4.0-structure-530,-1.0,0.0
fl-4.0-structure-530,0.0,3.0
fl-4.0-structure-530,1.0,13.0
fl-4.0-structure-530,2.0,46.0
fl-4.0-structure-530,3.0,63.0
fl-4.0-structure-530,4.0,67.0
fl-4.0-structure-530,5.0,68.0
fl-4.0-structure-530,6.0,69.0
fl-4.0-structure-530,7.0,70.0
fl-4.0-structure-530,8.0,72.0
fl-4.0-structure-530,9.0,73.0
fl-4.0-structure-530,10.0,74.0
fl-4.0-structure-530,11.0,75.0
fl-4.0-structure-530,12.0,76.0
fl-4.0-structure-530,13.0,77.0
fl-4.0-structure-530,14.0,78.0
fl-4.0-structure-530,15.0,79.0
fl-4.0-structure-530,16.0,80.0
fl-4.0-structure-530,17.0,81.0
fl-4.0-structure-530,18.0,82.0
fl-4.0-structure-530,19.0,83.0
fl-4.0-structure-530,20.0,84.0
fl-4.0-structure-530,21.0,85.0
fl-4.0-structure-530,22.0,86.0
fl-4.0-structure-530,23.0,87.0
fl-4.0-structure-530,24.0,88.0
fl-4.0-structure-531,-4.0,0.0
fl-4.0-structure-531,-3.0,0.0
fl-4.0-structure-531,-2.0,0.0
fl-4.0-structure-531,-1.0,0.0
fl-4.0-structure-531,0.0,8.0
fl-4.0-structure-531,1.0,20.0
fl-4.0-structure-531,2.0,32.0
fl-4.0-structure-531,3.0,43.0
fl-4.0-structure-531,4.0,52.0
fl-4.0-structure-531,5.0,59.0
fl-4.0-structure-531,6.0,66.0
fl-4.0-structure-531,7.0,73.0
fl-4.0-structure-531,8.0,79.0
fl-4.0-structure-531,9.0,83.0
fl-4.0-structure-531,10.0,86.0
fl-4.0-structure-531,11.0,89.0
fl-4.0-structure-531,12.0,93.0
fl-4.0-structure-531,13.0,96.0
fl-4.0-structure-531,14.0,97.0
fl-4.0-structure-531,15.0,98.0
fl-4.0-structure-531,16.0,99.0
fl-4.0-structure-531,17.0,100.0
fl-4.0-structure-531,18.0,100.0
fl-4.0-structure-531,19.0,100.0
fl-4.0-structure-531,20.0,100.0
fl-4.0-structure-531,21.0,100.0
fl-4.0-structure-531,22.0,100.0
fl-4.0-structure-531,23.0,100.0
fl-4.0-structure-531,24.0,100.0
fl-4.0-structure-532,-4.0,0.0
fl-4.0-structure-532,-3.0,0.0
fl-4.0-structure-532,-2.0,0.0
fl-4.0-structure-532,-1.0,0.0
fl-4.0-structure-532,0.0,0.0
fl-4.0-structure-532,1.0,2.0
fl-4.0-structure-532,2.0,4.0
fl-4.0-structure-532,3.0,5.0
fl-4.0-structure-532,4.0,5.0
fl-4.0-structure-532,5.0,5.0
fl-4.0-structure-532,6.0,6.0
fl-4.0-structure-532,7.0,8.0
fl-4.0-structure-532,8.0,10.0
fl-4.0-structure-532,9.0,12.0
fl-4.0-structure-532,10.0,15.0
fl-4.0-structure-532,11.0,20.0
fl-4.0-structure-532,12.0,24.0
fl-4.0-structure-532,13.0,29.0
fl-4.0-structure-532,14.0,35.0
fl-4.0-structure-532,15.0,42.0
fl-4.0-structure-532,16.0,49.0
fl-4.0-structure-532,17.0,56.0
fl-4.0-structure-532,18.0,62.0
fl-4.0-structure-532,19.0,68.0
fl-4.0-structure-532,20.0,74.0
fl-4.0-structure-532,21.0,80.0
fl-4.0-structure-532,22.0,86.0
fl-4.0-structure-532,23.0,92.0
fl-4.0-structure-532,24.0,98.0
fl-4.0-structure-533,-4.0,0.0
fl-4.0-structure-533,-3.0,0.0
fl-4.0-structure-533,-2.0,0.0
fl-4.0-structure-533,-1.0,0.0
fl-4.0-structure-533,0.0,0.0
fl-4.0-structure-533,1.0,1.0
fl-4.0-structure-533,2.0,5.0
fl-4.0-structure-533,3.0,5.0
fl-4.0-structure-533,4.0,5.0
fl-4.0-structure-533,5.0,5.0
fl-4.0-structure-533,6.0,6.0
fl-4.0-structure-533,7.0,8.0
fl-4.0-structure-533,8.0,9.0
fl-4.0-structure-533,9.0,11.0
fl-4.0-structure-533,10.0,14.0
fl-4.0-structure-533,11.0,18.0
fl-4.0-structure-533,12.0,22.0
fl-4.0-structure-533,13.0,28.0
fl-4.0-structure-533,14.0,34.0
fl-4.0-structure-533,15.0,42.0
fl-4.0-structure-533,16.0,50.0
fl-4.0-structure-533,17.0,58.0
fl-4.0-structure-533,18.0,64.0
fl-4.0-structure-533,19.0,70.0
fl-4.0-structure-533,20.0,76.0
fl-4.0-structure-533,21.0,82.0
fl-4.0-structure-533,22.0,88.0
fl-4.0-structure-533,23.0,94.0
fl-4.0-structure-533,24.0,100.0
fl-4.0-structure-534,-4.0,0.0
fl-4.0-structure-534,-3.0,0.0
fl-4.0-structure-534,-2.0,0.0
fl-4.0-structure-534,-1.0,0.0
fl-4.0-structure-534,0.0,0.0
fl-4.0-structure-534,1.0,2.0
fl-4.0-structure-534,2.0,3.0
fl-4.0-structure-534,3.0,4.0
fl-4.0-structure-534,4.0,4.0
fl-4.0-structure-534,5.0,4.0
fl-4.0-structure-534,6.0,5.0
fl-4.0-structure-534,7.0,7.0
fl-4.0-structure-534,8.0,10.0
fl-4.0-structure-534,9.0,13.0
fl-4.0-structure-534,10.0,16.0
fl-4.0-structure-534,11.0,21.0
fl-4.0-structure-534,12.0,25.0
fl-4.0-structure-534,13.0,30.0
fl-4.0-structure-534,14.0,36.0
fl-4.0-structure-534,15.0,41.0
fl-4.0-structure-534,16.0,47.0
fl-4.0-structure-534,17.0,53.0
fl-4.0-structure-534,18.0,60.0
fl-4.0-structure-534,19.0,66.0
fl-4.0-structure-534,20.0,72.0
fl-4.0-structure-534,21.0,78.0
fl-4.0-structure-534,22.0,84.0
fl-4.0-structure-534,23.0,90.0
fl-4.0-structure-534,24.0,96.0
fl-4.0-structure-535,-4.0,0.0
fl-4.0-structure-535,-3.0,0.0
fl-4.0-structure-535,-2.0,0.0
fl-4.0-structure-535,-1.0,0.0
fl-4.0-structure-535,0.0,0.0
fl-4.0-structure-535,1.0,46.0
fl-4.0-structure-535,2.0,75.0
fl-4.0-structure-535,3.0,92.0
fl-4.0-structure-535,4.0,99.0
fl-4.0-structure-535,5.0,100.0
fl-4.0-structure-535,6.0,100.0
fl-4.0-structure-535,7.0,100.0
fl-4.0-structure-535,8.0,100.0
fl-4.0-structure-535,9.0,100.0
fl-4.0-structure-535,10.0,100.0
fl-4.0-structure-535,11.0,100.0
fl-4.0-structure-535,12.0,100.0
fl-4.0-structure-535,13.0,100.0
fl-4.0-structure-535,14.0,100.0
fl-4.0-structure-535,15.0,100.0
fl-4.0-structure-535,16.0,100.0
fl-4.0-structure-535,17.0,100.0
fl-4.0-structure-535,18.0,100.0
fl-4.0-structure-535,19.0,100.0
fl-4.0-structure-535,20.0,100.0
fl-4.0-structure-535,21.0,100.0
fl-4.0-structure-535,22.0,100.0
fl-4.0-structure-535,23.0,100.0
fl-4.0-structure-535,24.0,100.0
fl-4.0-structure-536,-4.0,0.0
fl-4.0-structure-536,-3.0,0.0
fl-4.0-structure-536,-2.0,0.0
fl-4.0-structure-536,-1.0,0.0
fl-4.0-structure-536,0.0,0.0
fl-4.0-structure-536,1.0,25.0
fl-4.0-structure-536,2.0,50.0
fl-4.0-structure-536,3.0,80.0
fl-4.0-structure-536,4.0,96.0
fl-4.0-structure-536,5.0,98.0
fl-4.0-structure-536,6.0,99.0
fl-4.0-structure-536,7.0,100.0
fl-4.0-structure-536,8.0,100.0
fl-4.0-structure-536,9.0,100.0
fl-4.0-structure-536,10.0,100.0
fl-4.0-structure-536,11.0,100.0
fl-4.0-structure-536,12.0,100.0
fl-4.0-structure-536,13.0,100.0
fl-4.0-structure-536,14.0,100.0
fl-4.0-structure-536,15.0,100.0
fl-4.0-structure-536,16.0,100.0
fl-4.0-structure-536,17.0,100.0
fl-4.0-structure-536,18.0,100.0
fl-4.0-structure-536,19.0,100.0
fl-4.0-structure-536,20.0,100.0
fl-4.0-structure-536,21.0,100.0
fl-4.0-structure-536,22.0,100.0
fl-4.0-structure-536,23.0,100.0
fl-4.0-structure-536,24.0,100.0
fl-4.0-structure-537,-4.0,0.0
fl-4.0-structure-537,-3.0,0.0
fl-4.0-structure-537,-2.0,0.0
fl-4.0-structure-537,-1.0,0.0
fl-4.0-structure-537,0.0,0.0
fl-4.0-structure-537,1.0,41.0
fl-4.0-structure-537,2.0,68.0
fl-4.0-structure-537,3.0,84.0
fl-4.0-structure-537,4.0,92.0
fl-4.0-structure-537,5.0,95.0
fl-4.0-structure-537,6.0,96.0
fl-4.0-structure-537,7.0,98.0
fl-4.0-structure-537,8.0,98.0
fl-4.0-structure-537,9.0,98.0
fl-4.0-structure-537,10.0,98.0
fl-4.0-structure-537,11.0,98.0
fl-4.0-structure-537,12.0,98.0
fl-4.0-structure-537,13.0,98.0
fl-4.0-structure-537,14.0,98.0
fl-4.0-structure-537,15.0,98.0
fl-4.0-structure-537,16.0,98.0
fl-4.0-structure-537,17.0,98.0
fl-4.0-structure-537,18.0,98.0
fl-4.0-structure-537,19.0,98.0
fl-4.0-structure-537,20.0,98.0
fl-4.0-structure-537,21.0,98.0
fl-4.0-structure-537,22.0,98.0
fl-4.0-structure-537,23.0,98.0
fl-4.0-structure-537,24.0,98.0
fl-4.0-structure-538,-4.0,0.0
fl-4.0-structure-538,-3.0,0.0
fl-4.0-structure-538,-2.0,0.0
fl-4.0-structure-538,-1.0,0.0
fl-4.0-structure-538,0.0,0.0
fl-4.0-structure-538,1.0,24.0
fl-4.0-structure-538,2.0,48.0
fl-4.0-structure-538,3.0,77.0
fl-4.0-structure-538,4.0,91.0
fl-4.0-structure-538,5.0,94.0
fl-4.0-structure-538,6.0,94.0
fl-4.0-structure-538,7.0,97.0
fl-4.0-structure-538,8.0,97.0
fl-4.0-structure-538,9.0,97.0
fl-4.0-structure-538,10.0,97.0
fl-4.0-structure-538,11.0,97.0
fl-4.0-structure-538,12.0,97.0
fl-4.0-structure-538,13.0,97.0
fl-4.0-structure-538,14.0,97.0
fl-4.0-structure-538,15.0,97.0
fl-4.0-structure-538,16.0,97.0
fl-4.0-structure-538,17.0,97.0
fl-4.0-structure-538,18.0,97.0
fl-4.0-structure-538,19.0,97.0
fl-4.0-structure-538,20.0,97.0
fl-4.0-structure-538,21.0,97.0
fl-4.0-structure-538,22.0,97.0
fl-4.0-structure-538,23.0,97.0
fl-4.0-structure-538,24.0,97.0
fl-4.0-structure-539,-4.0,0.0
fl-4.0-structure-539,-3.0,0.0
fl-4.0-structure-539,-2.0,0.0
fl-4.0-structure-539,-1.0,0.0
fl-4.0-structure-539,0.0,0.0
fl-4.0-structure-539,1.0,26.0
fl-4.0-structure-539,2.0,54.0
fl-4.0-structure-539,3.0,68.0
fl-4.0-structure-539,4.0,83.0
fl-4.0-structure-539,5.0,88.0
fl-4.0-structure-539,6.0,95.0
